"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"1980100000","1980年度","03210","岩手県 陸前高田市","","7572949","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03211","岩手県 釜石市","","15601993","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03213","岩手県 二戸市","","10025862","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03214","岩手県 八幡平市","","11179027","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03215","岩手県 奥州市","","26172000","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03216","岩手県 滝沢市","","5448811","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03301","岩手県 雫石町","","5040465","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03302","岩手県 葛巻町","","3303092","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03303","岩手県 岩手町","","4875496","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03321","岩手県 紫波町","","5711997","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03322","岩手県 矢巾町","","3595726","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03366","岩手県 西和賀町","","4380805","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03381","岩手県 金ケ崎町","","4101474","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03402","岩手県 平泉町","","1653188","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03441","岩手県 住田町","","2614024","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03461","岩手県 大槌町","","3469379","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03482","岩手県 山田町","","4483549","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03483","岩手県 岩泉町","","4830637","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03484","岩手県 田野畑村","","2346256","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03485","岩手県 普代村","","1718494","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03501","岩手県 軽米町","","3949947","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03503","岩手県 野田村","","1627686","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03506","岩手県 九戸村","","2012061","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03507","岩手県 洋野町","","5485839","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03524","岩手県 一戸町","","4683812","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04100","宮城県 仙台市","","142646341","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04101","宮城県 仙台市 青葉区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04102","宮城県 仙台市 宮城野区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04103","宮城県 仙台市 若林区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04104","宮城県 仙台市 太白区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04105","宮城県 仙台市 泉区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04202","宮城県 石巻市","","37232246","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","04203","宮城県 塩竈市","","10856172","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
